id,author_sort,title,isbn,identifiers,series,series_index,uuid
"834","Towles, Amor","A Gentleman in Moscow","9780143110439","goodreads:34066798,google:-9CLDwAAQBAJ,barnesnoble:w/a-gentleman-in-moscow-amor-towles/1123499449,isbn:9780143110439","","1.0","dbf248e1-ce97-4f2b-bfc1-d0038917d28b"
"836","Cadigan, Pat & Gibson, William","Alien - Alien 3: The Lost Screenplay by William Gibson","9781789097528","isbn:9781789097528,goodreads:56629170,google:E-AlzgEACAAJ,barnesnoble:w/alien-alien-3-pat-cadigan/1138834287","","1.0","01a252d3-8fa0-4645-9c86-ea6980ab838d"
"837","Ollivier, Bernard","Out of Istanbul: A Journey of Discovery Along the Silk Road","9781510743762","isbn:9781510743762,goodreads:43516840,google:RH90DwAAQBAJ","Longue Marche","1.0","8146ec23-ea63-4d80-a918-472381167470"
"838","Singer, P. W. & Cole, August","Burn-In: A Novel of the Real Robotic Revolution","9781328637895","goodreads:53038020,google:hlGdDwAAQBAJ,isbn:9781328637895","","1.0","59e5040b-89b9-407d-9b33-971a3ba04546"
"840","Howey, Hugh","Sand","9780099595151","isbn:9780099595151,barnesnoble:w/sand-hugh-howey/1119694406,google:DxUeMQAACAAJ,goodreads:20662430","","1.0","34b593a0-c3f4-4e32-9027-9be278220798"
"841","Hamm, Steve","The Race for Perfect: Inside the Quest to Design the Ultimate Portable Computer","9780071606110","goodreads:8528477,isbn:9780071606110,google:VB6j-huUuMoC","","1.0","adee62f5-6239-40f1-acc8-b9ea0a7820a1"
"843","Galef, Julia","The Scout Mindset: Why Some People See Things Clearly and Others Don't","9780735217553","isbn:9780735217553,barnesnoble:w/the-scout-mindset-julia-galef/1131087677,google:wJ0jEAAAQBAJ,goodreads:42041926","","1.0","b8c6e9da-a587-4cce-af9e-c0195a50943d"
"844","Shopsin, Tamara","LaserWriter II: A Novel","9780374602581","isbn:9780374602581,barnesnoble:w/laserwriter-ii-tamara-shopsin/1138462112,google:WxcQEAAAQBAJ","","1.0","dc2edefb-32c0-42c7-b1a2-d06d93356f3a"
"845","Tooze, Adam","The Deluge: The Great War, America and the Remaking of the Global Order, 1916-1931","9780143127970","barnesnoble:w/the-deluge-adam-tooze/1118663275,goodreads:20821319,isbn:9780143127970,amazon:0143127977,google:4LGLDQAAQBAJ","","1.0","19d2ff21-52ed-4aa4-ace5-ca3495cc3d02"
"846","Towles, Amor","Rules of Civility","9780143121169","google:gUACDAAAQBAJ,isbn:9780143121169,barnesnoble:w/rules-of-civility-amor-towles/1100181346","","1.0","ef7f59bd-3ef4-4470-bf4c-a462b2fad084"
"847","Stephenson, Neal","Termination Shock","9780008404406","isbn:9780008404406,amazon:0063028050,goodreads:57094295,google:gxKAzgEACAAJ","","1.0","acbea68e-3189-4d0f-b57a-d37d4fa2687a"
"850","Friedland, Roger & Zellman, Harold","The Fellowship: The Untold Story of Frank Lloyd Wright and the Taliesin Fellowship","9780060988661","google:SDcfvaYA_OwC,amazon:0060988665,isbn:9780060988661","","1.0","89791ed7-6888-47ba-9e91-5311a44b5bde"
"851","Winters, Ben H.","The Last Policeman","9781594745768","amazon:1594745765,isbn:9781594745768","Last Policeman Trilogy","1.0","b7918aa2-a381-4fc7-acde-6b52fdb2b381"
"852","Palmer, Ada","Perhaps the Stars","9781466858770","google:PPr4DwAAQBAJ,amazon:076537806X,barnesnoble:w/perhaps-the-stars-ada-palmer/1137525412,isbn:9781466858770,goodreads:35424671","Terra Ignota","4.0","8304966e-5438-42c4-9dbb-0332e3aa4e1c"
"853","Green, Hank","An Absolutely Remarkable Thing","9781473224186","barnesnoble:w/an-absolutely-remarkable-thing-hank-green/1127870587,google:rDGgDwAAQBAJ,amazon:1473224187,isbn:9781473224186,goodreads:24233708","The Carls","1.0","d8deede1-d7eb-4cd2-a741-199cd80de9ca"
"855","Rushkoff, Douglas","Team Human","9780393651706","amazon:039365169X,isbn:9780393651706,google:4Y5gDwAAQBAJ,goodreads:40180066,barnesnoble:w/team-human-douglas-rushkoff/1128958935","","1.0","6a45fcbb-1a3d-43e0-85e1-acca187e7256"
"856","Dalio, Ray","The Changing World Order: Why Nations Succeed and Fail","9781982160272","mobi-asin:B0881Y73YG,amazon:1982160276,goodreads:52962238,google:gRJSEAAAQBAJ,barnesnoble:w/principles-for-dealing-with-the-changing-world-order-ray-dalio/1140101087,isbn:9781982160272","","1.0","27564485-c263-484a-852f-e95c0e49da50"
"858","Tynan","Superhuman Social Skills: How to Win Friends, Even if You're an Introvert","9781515179870","google:Hb4kjgEACAAJ,isbn:9781515179870,mobi-asin:B015QA1250,barnesnoble:w/superhuman-social-skills-tynan/1122723412","","1.0","c3864e9e-fec2-4a3c-8528-d81ae7c669f7"
"859","Santini, Michael & Bolger, Ray","Operation Devil Horns: The Takedown of MS-13 in San Francisco","9781538115640","google:YElmDwAAQBAJ,isbn:9781538115640,barnesnoble:w/operation-devil-horns-michael-santini/1128520672","","1.0","6b35b19e-ad6c-4e75-9026-374a754918d8"
"860","Kapferer, Jean-Noël & Bastien, Vincent","The Luxury Strategy: Break the Rules of Marketing to Build Luxury Brands","9780749464929","google:oSC8SVYX9PEC,amazon:0749464917,isbn:9780749464929,barnesnoble:w/the-luxury-strategy-jean-noel-kapferer/1128556922","","1.0","2d3bd23a-d854-40b8-8974-62e0da5db7cd"
"861","Wynne, Marcus","Neural Based Training: Book One: Retrospectives","","mobi-asin:B08PCBCTFV,goodreads:56135892,amazon:B08PCBCTFV","","1.0","bde5f1f9-cedb-4d6e-b2d2-a5f8b97f2784"
"862","Kazantzakis, Nikos","Zorba the Greek","9781476782812","amazon:1476782814,google:72iabSl3b78C,goodreads:13546270,isbn:9781476782812","","1.0","21b124b5-0aa6-4841-9d59-8c902b31fe14"
"863","Brunner, John","Stand on Zanzibar","9780765326782","goodreads:41069,amazon:0765326787,barnesnoble:w/stand-on-zanzibar-john-brunner/1100188866,google:57J4zQEACAAJ,isbn:9780765326782","","1.0","50cdf4bd-06dc-4004-bc4b-bd98f37ad83b"
"864","Sterling, Bruce","Zeitgeist","9780553576412","amazon:0553576410,google:6Uuabb_DVmEC,goodreads:11649872,isbn:9780553576412","","1.0","1f6eadf9-127d-4c06-bbbf-85ba5d7adbfe"
"865","Sterling, Bruce","The Caryatids","9780345512710","goodreads:7569226,isbn:9780345512710,google:hsnPVanhngkC","","1.0","0301e83c-1fa4-437e-bdc1-6b62001ea15f"
"868","Bacigalupi, Paolo & Buckell, Tobias S.","The Tangled Lands","9781481497312","google:5gwyDwAAQBAJ,goodreads:35416687,isbn:9781481497312","","1.0","0572b43a-f023-4be6-9fd0-ced0098a1cab"
"869","Bacigalupi, Paolo","The Drowned Cities","9781596065062","isbn:9781596065062,amazon:1596065060,google:Brlh-eIFojgC,barnesnoble:w/the-drowned-cities-paolo-bacigalupi/1106244225,goodreads:12814594","Ship Breaker","2.0","10a51590-a3ba-4611-9e18-415bbca8ad21"
"872","Friedrich, Markus","The Jesuits: A History","9780691180120","isbn:9780691180120,amazon:0691180121,barnesnoble:w/the-jesuits-markus-friedrich/1139320586,goodreads:57866214,google:p9Y7EAAAQBAJ","","1.0","67458b06-f017-4021-b277-343bf1233d70"
"874","Postrel, Virginia","The Fabric of Civilization: How Textiles Made the World","9781541617612","barnesnoble:w/fabric-of-civilization-virginia-postrel/1136665703,isbn:9781541617612,mobi-asin:B08KQ441QQ,google:KSUBEAAAQBAJ,amazon:1541617622","","1.0","1700a18f-f8ad-4091-972f-c6b188b5a357"
"875","Adams, Douglas","Dirk Gently's Holistic Detective Agency","9781476782997","google:0sm1UmgHCwgC,goodreads:17225754,amazon:1476782997,isbn:9781476782997","Dirk Gently","1.0","bdfdb9c0-da28-4912-bbaf-64fe3d2b3db4"
"876","Markoff, John","Whole Earth: The Many Lives of Stewart Brand","9780735223950","isbn:9780735223950,barnesnoble:w/whole-earth-john-markoff/1139726547,amazon:0735223947,google:q2Q0EAAAQBAJ,goodreads:58503523","","1.0","4d4175dd-a192-4d4d-a8c2-7831e68265cf"
"877","Koestler, Arthur","Darkness at Noon","9781501161315","amazon:1501161318,google:NwuUDwAAQBAJ,isbn:9781501161315,goodreads:45187741","","1.0","26dd63fb-dc46-4855-8bec-58de5a48caf2"
"878","Kazantzakis, Nikos","The Last Temptation of Christ","9781439144589","isbn:9781439144589,google:5EOpdqt5SRcC,goodreads:13546478","","1.0","0cb0988a-e114-411c-b8e7-ca4cc1bf10be"
"879","Wolfe, Tom","From Bauhaus to Our House","9780312429140","goodreads:41001,amazon:0312429142,google:dHmZw7GdgjEC,isbn:9780312429140","","1.0","335dfcf2-4ce9-43f7-9cdd-45dd7a1e9cc0"
"880","Butler, Octavia E.","Parable of the Sower","9781453263617","google:8thMLkahggcC,goodreads:15842982,amazon:B008HALO4Q,isbn:9781453263617","Earthseed","1.0","9829a939-34ef-4b63-9e75-48c77fe28fd3"
"881","Steinbeck, John","East of Eden","9781440631320","isbn:9781440631320,barnesnoble:w/east-of-eden-john-steinbeck/1100594195,amazon:B001BC5HXG,google:OPy6E5ZhXs0C","","1.0","3b100ef6-1b05-49fe-9219-7e3da0445d0c"
"884","Shakespeare, William","Othello","9780743482820","isbn:9780743482820,google:lhNvDQAAQBAJ,goodreads:31930564,amazon:0743482824","","1.0","de4b8e3d-ec4d-438f-9bbf-94e6920850f4"
"885","Shakespeare, William","A Midsummer Night's Dream","9780743477543","amazon:1420926144,google:9SYknQAACAAJ,goodreads:31930548,isbn:9780743477543","","1.0","f90b8d82-14e8-47ec-91b5-33a4cef852b0"
"886","Seligman, Katherine","At the Edge of the Haight","9781643750231","goodreads:49150989,barnesnoble:w/at-the-edge-of-the-haight-katherine-seligman/1135406763,isbn:9781643750231,google:fyr3DwAAQBAJ,amazon:1643750232","","1.0","84476137-cb37-4653-9a44-8ec37efc062c"
"888","Thompson, Don","The Curious Economics of Luxury Fashion: Millennials, Influencers and a Pandemic","9781777563202","google:HT1zzgEACAAJ,amazon:B08XP2MQBR,goodreads:57742678,isbn:9781777563202","","1.0","22b58998-fbbb-4952-8959-3a679b622288"
"890","Madden, Thomas F.","Venice: A New History","9780670025428","google:2JhPEAAAQBAJ,amazon:B007V65SLC,goodreads:13588369,isbn:9780670025428,barnesnoble:w/venice-thomas-f-madden/1111395741","","1.0","46e3ab3f-b772-4063-ace8-c9bfdb269b56"
"891","Halberstam, David","The Best and the Brightest","9780449908709","amazon:0449908704,google:U_WoXcJq_1wC,goodreads:7624009,isbn:9780449908709","","1.0","969643b6-2367-4712-abfc-234b0aa82e39"
"892","Bird, Kai","The Good Spy: The Life and Death of Robert Ames","9780307889751","amazon:0307889769,barnesnoble:w/the-good-spy-kai-bird/1116779622,isbn:9780307889751,google:Rth8vgEACAAJ,goodreads:18373198","","1.0","d4289003-465a-4c73-a665-bf4ba8a839a7"
"894","Trevanian","The Eiger Sanction: A Novel","9780307238443","google:_w3p5oNPi4kC,isbn:9780307238443","","1.0","8c5400a8-7164-434c-a464-85480adc7a20"
"899","Hesse, Hermann","The Glass Bead Game: (Magister Ludi) a Novel","9781466835023","isbn:9781466835023,google:irhWGkTuQrEC","","1.0","c1dc1d21-53ec-42f7-9e02-dbfdb91b7f91"
"900","Nabokov, Vladimir","Lolita","9782070412082","google:vgsnPQAACAAJ,isbn:9782070412082,barnesnoble:w/lolita-vladimir-nabokov/1141112568","","1.0","51b8ec3f-4e5d-488b-8e66-fe979525a8bd"
"902","Pushkin, Alexander & Chandler, Robert","Peter the Great's African: Experiments in Prose","9781681375991","amazon:1681375990,barnesnoble:w/peter-the-greats-african-alexander-pushkin/1139213816,goodreads:60666170,isbn:9781681375991,google:YBpOEAAAQBAJ","","1.0","12d07785-066c-412e-9702-a76426f4ab12"
"906","Murakami, Haruki","Norwegian Wood","9789722621755","amazon:0307744663,barnesnoble:w/norwegian-wood-haruki-murakami/1100167577,isbn:9789722621755,google:2b16SQAACAAJ","","1.0","bd61293f-23cf-4496-90ce-f86b3abd55c2"
"907","Odell, Jenny","How to Do Nothing: Resisting the Attention Economy","9781612197494","barnesnoble:w/how-to-do-nothing-jenny-odell/1129200848,goodreads:42771901,isbn:9781612197494,amazon:1612197493,google:bxYMEAAAQBAJ","","1.0","e9e793ab-bf0b-4f70-aa46-5056d9241c0d"
"908","Lewis, Norman","Naples '44: A World War II Diary of Occupied Italy","9780786714384","isbn:9780786714384,google:7akAAAAAQBAJ,barnesnoble:w/naples-44-a-world-war-ii-diary-of-occupied-italy-norman-lewis/1105618175,goodreads:18188851,amazon:0786714387","","1.0","449533ef-e62d-4154-b8dd-c9841df80db0"
"910","Nevala-Lee, Alec","Inventor of the Future: The Visionary Life of Buckminster Fuller","9780062947246","isbn:9780062947246,amazon:0062947222,goodreads:59571984,google:gZpLEAAAQBAJ,barnesnoble:w/inventor-of-the-future-alec-nevala-lee/1140474401","","1.0","ec31dbc6-9c43-4260-bd84-f5055133699a"
"911","Burdett, John","Bangkok 8","9781400032907","goodreads:706011,barnesnoble:w/bangkok-8-john-burdett/1100320339,isbn:9781400032907,amazon:1400032903","Sonchai Jitpleecheep","1.0","b81b1886-26d3-4b23-b9df-c91d95514139"
"912","Spector, Ronald H.","A Continent Erupts: Decolonization, Civil War, and Massacre in Postwar Asia, 1945-1955","9780393254662","isbn:9780393254662,amazon:B09KMDCWYC,google:T_1KEAAAQBAJ,barnesnoble:w/a-continent-erupts-ronald-h-spector/1140167048,goodreads:58999168","","1.0","f8351d39-268c-47bf-81b4-0e4e20e3adb1"
"913","Marx, W. David","Status and Culture: How Our Desire for Social Rank Creates Taste, Identity, Art, Fashion, and Constant Change","9780593296714","barnesnoble:w/status-and-culture-w-david-marx/1141305020,google:uyxJEAAAQBAJ,amazon:0593296702,isbn:9780593296714,goodreads:62122504","","1.0","858dad42-ba31-476b-9290-ffa31ed5407c"
"914","Mann, Michael & Gardiner, Meg","Heat 2","9780062653314","barnesnoble:w/heat-2-michael-mann/1140894960,goodreads:60162230,isbn:9780062653314","","1.0","3a8cb302-f106-4cb2-be60-4769dcb2341d"
"915","Nayler, Ray","The Mountain in the Sea","9780374605957","barnesnoble:w/the-mountain-in-the-sea-ray-nayler/1140777785,isbn:9780374605957,amazon:B09SHGK6LG,goodreads:59808603","","1.0","97fcde44-aa9f-48c0-88bc-3a854fc6414b"
"917","Potts, Rolf","The Vagabond's Way: 366 Meditations on Wanderlust, Discovery, and the Art of Travel","9780593497456","isbn:9780593497456,amazon:0593497457,barnesnoble:w/the-vagabonds-way-rolf-potts/1140902191,goodreads:60097454,google:hEiHEAAAQBAJ","","1.0","395476e6-136d-415c-8cd0-10c97e260857"
"918","Grelet, Gilles","Theory of the Solitary Sailor","9781913029968","isbn:9781913029968,amazon:B08VS8PY25,barnesnoble:w/theory-of-the-solitary-sailor-gilles-grelet/1138741641,google:uiMZEAAAQBAJ,goodreads:59709552","Urbanomic / Mono","1.0","4a22d03e-61d2-495b-ac88-1ca855ecc719"
"919","Fleming, Peter","The Worst Is Yet to Come: A Post-Capitalist Survival Guide","9781912248339","barnesnoble:w/the-worst-is-yet-to-come-peter-fleming/1129564657,goodreads:43063723,isbn:9781912248339,google:CkpcDwAAQBAJ,amazon:1912248328","","1.0","dc0feb84-973a-4db9-b0d8-96ba49cd3e61"
"920","Merton, Thomas","The Seven Storey Mountain","9780156806794","barnesnoble:w/seven-storey-mountain-thomas-merton/1100820303,goodreads:175078,isbn:9780156806794,amazon:B0085TK8MS,google:D0_7s9qji3UC","","1.0","7a972a78-203b-4ed4-8f4b-bea6a537ac05"
"922","Shakespeare, William","The Winter's Tale","9780521293730","goodreads:51925316,isbn:9780521293730,google:JoI6wGaVslUC,barnesnoble:w/the-winters-tale-william-shakespeare/1116670516","","1.0","70601a59-39d2-4bbc-824c-26cf90c5235d"
"923","Miller, Henry","Tropic of Cancer","9781555846985","google:D9j8Ix_wnIQC,isbn:9781555846985,goodreads:8071979,barnesnoble:w/tropic-of-cancer-henry-miller/1100555852","","1.0","d598b451-5c19-48c0-8696-06b8b0666481"
"924","Labatut, Benjamin","When We Cease to Understand the World","9781681375663","barnesnoble:w/when-we-cease-to-understand-the-world-benjamin-labatut/1138469480,isbn:9781681375663,google:TAlAEAAAQBAJ","","1.0","a06a6d6a-09e5-41fd-aed9-b59fcf1ad9bf"
"925","Dumas, Alexandre","The Count of Monte Cristo","9781420951400","barnesnoble:w/count-of-monte-cristo-alexandre-dumas/1100068698,isbn:9781420951400,amazon:1420951408,google:_utTrsqoz64C,goodreads:17230514","","1.0","ebb455d0-e615-48af-b20c-47156df10037"
"927","Ninjalicious, Ninjalicious","Access All Areas: A User's Guide to the Art of Urban Exploration","9780973778700","barnesnoble:w/access-all-areas-ninjalicious/1110871747,goodreads:310683,google:JhJjAAAAMAAJ,isbn:9780973778700,amazon:0973778709","","1.0","0cc1a9a6-b9f4-4816-b0c1-bee4c95f8f3a"
"929","Thanhauser, Sofi","Worn: A People's History of Clothing","9781524748395","amazon:1524748390,isbn:9781524748395,goodreads:60216724,mobi-asin:B08H194VZB,barnesnoble:w/worn-sofi-thanhauser/1139537570","","1.0","302b03e6-6b38-49cc-a985-db0ac9d51ab9"
"930","Grossman, Vasily & Chandler, Robert","An Armenian Sketchbook","9781590176184","barnesnoble:w/an-armenian-sketchbook-vasily-grossman/1110504379,google:czYi5jhCP6UC,goodreads:15796750,isbn:9781590176184","NYRB Classics","1.0","18c1e092-b53f-4437-9af6-d65dc73d0e73"
"931","Tolstoy, Leo","War and Peace","9781788886529","amazon:1788886526,isbn:9781788886529,google:no6iEu4lWEgC,goodreads:12482158,barnesnoble:w/war-and-peace-pevear-volokhonsky-translation-leo-tolstoy/1106029184","","1.0","e2a9a7bd-5e47-4a6c-be5d-29217d0d071c"
"932","Weir, Willie","Travels With Willie: Adventure Cyclist","9780965679282","google:A3F2PgAACAAJ,amazon:0965679284,isbn:9780965679282,goodreads:6598650,mobi-asin:B004R9QSVA","","1.0","5b7e9b85-9e5d-4d36-a3d8-a5a0a32c9464"
"933","Dostoevsky, Fyodor","Crime and Punishment","9780679420293","barnesnoble:w/crime-and-punishment-fyodor-dostoevsky/1141108955,isbn:9780679420293,google:hG5P6jrzJLAC,goodreads:17879","","1.0","da7a17d8-6cf4-4a12-b511-d7f9b75c491c"
"935","Zink, Nelson","The Structure of Delight","9780966532500","google:GkjxAAAACAAJ,isbn:9780966532500,mobi-asin:B08FT1Q9SW,goodreads:55364109,amazon:0966532503","","1.0","892a77ad-8da4-43fa-997d-57c943358d4e"
"936","Hovannisian, Garin K.","Family of Shadows: A Century of Murder, Memory, and the Armenian American Dream","9780062011602","isbn:9780062011602,goodreads:9436332,amazon:B003V1WWB0,barnesnoble:w/family-of-shadows-garin-k-hovannisian/1102622140,google:hR1beTwTgM8C","","1.0","afb32cc6-0724-4a44-bed6-ba319db2b7cf"
"937","Morrison, Toni","The Bluest Eye","9780307386588","amazon:0307278441,google:12_KUGLXigMC,barnesnoble:w/bluest-eye-toni-morrison/1100608830,goodreads:11337,isbn:9780307386588","","1.0","a7c8bda6-396d-4c1c-ac4c-4e5bf8769095"
"939","Pynchon, Thomas","The Crying of Lot 49","9781101594605","google:IVDEZ4v6eG0C,barnesnoble:w/crying-of-lot-49-thomas-pynchon/1100228684,goodreads:2794,isbn:9781101594605,amazon:B005CRQ2Y4","","1.0","553b3420-306d-459d-833c-e98e06e02bad"
"941","Willis, Connie","Bellwether: A Novel","9780307571946","google:kIxlch01_fsC,isbn:9780307571946,amazon:B0036S4AI6,barnesnoble:w/bellwether-connie-willis/1100620028","","1.0","edff57d9-86bf-416f-821c-862b155c2768"
"942","Miller, Gerald Alva Jr.","Understanding William Gibson","9781611176346","goodreads:28649036,isbn:9781611176346,barnesnoble:w/understanding-william-gibson-gerald-alva-miller-jr/1122866749,google:T9hUCwAAQBAJ","","1.0","7475be10-130e-4cc4-8664-efa3734871be"
"943","Miller, Walter M. Jr.","A Canticle for Leibowitz","9781473211117","google:4RCkBQAAQBAJ,isbn:9781473211117,goodreads:42935403","St. Leibowitz","1.0","574bd2ee-6973-42a1-96d7-3c8a9806d526"
"944","Tolstoy, Leo","Anna Karenina","9780143035008","barnesnoble:w/anna-karenina-pevear-volokhonsky-translation-leo-tolstoy/1105958285,isbn:9780143035008","","1.0","ba730989-0749-47f6-8828-1e40aaa64147"
"947","Guin, Ursula K. Le","A Wizard of Earthsea","9780544084377","amazon:B008T9L6AM,barnesnoble:w/wizard-of-earthsea-ursula-k-le-guin/1100818986,isbn:9780544084377,goodreads:16467514,google:hDtjOj5FL8MC","Earthsea Cycle","1.0","6f08a6f6-18d5-47b3-8a83-5e9b15dde5c7"
"948","Guin, Ursula K. Le","The Tombs of Atuan","9780689845369","google:Jpc6foUXisMC,isbn:9780689845369,goodreads:15802294,barnesnoble:w/tombs-of-atuan-ursula-k-le-guin/1101914665,amazon:0689845367","The Earthsea Cycle","2.0","f9eaf1c0-4d27-4fec-9bcf-d5d75a0f9067"
"950","McDougall, Christopher & Orton, Eric","Born to Run 2: The Ultimate Training Guide","9780593536056","goodreads:60753061,google:4t9iEAAAQBAJ,isbn:9780593536056,barnesnoble:1141116061","","1.0","31b25fd7-e672-4d9e-9530-f3f15419ef4d"
"951","Steinbeck, John","The Grapes of Wrath","9780606001748","amazon:0143039431,google:bhJgd3hGdxQC,isbn:9780606001748,barnesnoble:1002084358","","1.0","82c251e3-bcb5-4326-ae29-9eb1591f87ca"
"952","Steinbeck, John","Of Mice and Men","9780140186420","amazon:0140177396,barnesnoble:1100154558,goodreads:890,google:nE_Si_bv-W4C,isbn:9780140186420","","1.0","43228985-ccde-4ebf-99be-a940736f8da0"
"953","Salinger, J. D.","The Catcher in the Rye","9780316769174","amazon:B07V8HFMTR,barnesnoble:1100192775,isbn:9780316769174","","1.0","27ad866e-a416-4cbf-9815-46ed8a68ab4a"
"954","Spring, Vicky & Kirkendall, Tom","Bicycling the Pacific Coast: A Complete Route Guide, Canada to Mexico, 4th Edition","9781594852077","barnesnoble:1124716634,mobi-asin:B00D3OC8WI,isbn:9781594852077,google:c9jk69QZqSIC","","1.0","73e4b18e-e0e7-49c5-8f22-f08147721eb7"
"955","Heinlein, Robert A.","Starship Troopers","9780441014101","barnesnoble:1100171692,isbn:9780441014101,google:Qx1xDwAAQBAJ","","1.0","d960e275-439e-4bc7-b519-67f1671c28da"
"958","Lawrence, D. H.","Sons and Lovers","9781853260476","amazon:1853260479,goodreads:7804656,google:0g5WifzsIxUC,isbn:9781853260476,barnesnoble:1100153244","","1.0","396631b6-dcd2-43c0-b042-e2cfc1e0e390"
"959","Faulkner, William","The Sound and the Fury","9789390492749","goodreads:11218167,isbn:9789390492749,amazon:9390492742,barnesnoble:1000337118,google:m0RaQItCiCUC","","1.0","47cff5fa-b864-47f3-b758-4cea66066d76"
"960","Fitzgerald, F. Scott","The Beautiful and Damned","9781503295353","isbn:9781503295353,amazon:1503295354,barnesnoble:1100404210,google:3FEQxNE_lUUC","","1.0","eea2ebac-28f3-4f03-86a0-9c52d0d5c6bd"
"962","Fitzgerald, F. Scott","Tender Is the Night","9780684830506","barnesnoble:1001813763,isbn:9780684830506,goodreads:7141726,amazon:0684830507,google:9c_z1VWvFLsC","","1.0","44e22c63-4c2d-4e86-a7e0-7e2f438acc99"
"963","Joyce, James","Ulysses","9781513265193","google:7D_8DwAAQBAJ,barnesnoble:1100390353,isbn:9781513265193,amazon:0679722769","","1.0","1058dc8b-8d6f-4d5e-98ac-34f53fcc94a5"
"965","Chambers, Becky","A Psalm for the Wild-Built","9781250236227","goodreads:40864002,google:XgT6DwAAQBAJ,isbn:9781250236227,amazon:1250236215,barnesnoble:1137525478","Monk and Robot","1.0","934eec18-0d23-415d-b1d7-b55dfe964eef"
"966","Nestor, James","Breath: The New Science of a Lost Art","9781662196744","goodreads:48890486,barnesnoble:1134986035,google:1MutzgEACAAJ,isbn:9781662196744","","1.0","5bd96ade-09d3-47b7-be8f-97c1bbabfe4e"
"967","Peper, Eliot","Reap3r","9781735016511","google:EeTczgEACAAJ,amazon:B09PZNWKGQ,barnesnoble:1140862417,isbn:9781735016511,goodreads:60554137,mobi-asin:B09PZNWKGQ","","1.0","4b01b14c-5a85-4f63-9876-87b443240b28"
"968","Peper, Eliot","Veil","9781735016504","amazon:B085PSTJNC,google:MKF8zQEACAAJ,mobi-asin:B085PSTJNC,goodreads:52799027,barnesnoble:1136980876,isbn:9781735016504","","1.0","64fa9c13-bf84-473d-9f55-7c494247fd9a"
"969","Goldman, Peggy","Washington Scrambles: Best Nontechnical Ascents","9781594858406","barnesnoble:1116883414,amazon:1594858403,google:L5sTCgAAQBAJ,goodreads:23087797,isbn:9781594858406","","1.0","cd290e6f-0970-4643-9bdd-01fa48d03fd5"
"972","Mason, Zachary","Metamorphica: Fiction","9780374208646","amazon:0374208646,isbn:9780374208646","","1.0","da0587c3-eb63-41dc-b03d-e17f5af237ef"
"973","Robinson, Kim Stanley","Red Mars","9780553898279","barnesnoble:1100623050,google:R8OTfyIAmdEC,isbn:9780553898279,goodreads:77507,amazon:B000QCS914","Mars Trilogy","1.0","6d387e8e-0859-42cf-8449-8f7443776cef"
"974","VanderMeer, Jeff","Annihilation","9780374710774","google:qUo0AQAAQBAJ,barnesnoble:1115382464,isbn:9780374710774,goodreads:18338956","Southern Reach Trilogy","1.0","44d7d040-ff00-43ce-8483-4a61bb88afe4"
"975","Oakley, Ryan","Technicolor Ultra Mall","9781894817974","goodreads:10836231,amazon:B005O54AD4,google:8fLrDwAAQBAJ,isbn:9781894817974,barnesnoble:1101970312","","1.0","952e19e7-67f9-4348-b47f-2ad403efaeb9"
"976","Lutus, Paul","Confessions of a Long-Distance Sailor","9781435710276","goodreads:7061814,amazon:1435710274,google:y_z2MgAACAAJ,barnesnoble:1009317234,isbn:9781435710276","","1.0","3bc24786-948e-4d18-88a3-b40a7e857211"
"978","Armstrong, Jon","Yarn","9781597802109","barnesnoble:1100387966,amazon:1597802107,isbn:9781597802109,google:lHo3vgAACAAJ,goodreads:8844696","","1.0","91ea7be6-b484-4ebc-a697-2e9a0c3596e1"
"980","Chandler, Raymond","The Long Goodbye","9780394757681","barnesnoble:1100623428,goodreads:2054,isbn:9780394757681","A Philip Marlowe Novel","6.0","5444d393-225f-4d66-9518-84146e59bcc8"
"981","Lakshminarayan, Lavanya","The Ten Percent Thief","9781786188533","google:4N-fEAAAQBAJ,amazon:1786188538,isbn:9781786188533,goodreads:78814643,barnesnoble:1141652431","","1.0","ed0908a2-e686-44a5-a238-c0ff7202f99a"
"982","Roanhorse, Rebecca","Trail of Lightning","9781534413511","isbn:9781534413511,google:uYBEDwAAQBAJ,barnesnoble:1127208653,amazon:B075RWTMLY,goodreads:38745468","Sixth World Series","1.0","a8929abf-b050-495c-96d3-1a70fcc5f956"
"983","Clavell, James","Shogun","9780440178002","google:cWAF8_uH1_sC,isbn:9780440178002,goodreads:6998526,barnesnoble:1100618383,amazon:0440178002","The Asian Saga","1.0","b006dae7-ef65-4dc1-bc8a-092898696545"
"984","Flaubert, Gustave & Davis, Lydia","Madame Bovary","9781101462430","isbn:9781101462430,google:o2-OlMNH89EC,goodreads:9435016,barnesnoble:1116706579","","1.0","6b6c0007-5db0-4b9f-8e61-f7cfecf4c36b"
"985","Carré, John le","The Little Drummer Girl","9780671042783","goodreads:19003,isbn:9780671042783,barnesnoble:1100258841","","1.0","62ff73bf-3061-414a-a87c-5f42262713cd"
"986","Tsukiyama, Gail","The Samurai's Garden","9780312144074","barnesnoble:1000073737,isbn:9780312144074,google:9Wk_f67mqJ0C,goodreads:12419382,amazon:0312144075","","1.0","5926caee-5893-4839-9e87-c20a4357b031"
